classification_mode,rt_rule,lipid_subclass,unsaturation,fit_type,fit_parameters,fit_r_squared,raw_point_count,distinct_carbon_count,representative_point_count,inlier_count,carbon_min,carbon_max,fit_equation,iup_vertical_shift_min,parallelism_passed,parallelism_reference_unsaturation,median_absolute_slope_difference,median_relative_slope_difference,parallelism_note
detailed_chain,IUP,Cer(m21:2/x:y),0.0,Linear,"[0.4094999999999998, 2.690000000000004]",0.999959748832716,8,4,4,3,17.0,22.0,y = 0.4095 * x + 2.69,-0.0,,,,,最低不饱和度曲线，无下邻参考曲线
detailed_chain,IUP,Cer(m21:4/x:y),4.0,Quadratic,"[0.02152499999999991, -0.35206646341463155, 6.435451219512178]",0.9999958198098394,6,6,6,4,10.0,19.0,y = 0.021525 * x^2 + -0.352066 * x + 6.43545,-0.0,,,,,最低不饱和度曲线，无下邻参考曲线
detailed_chain,IUP,Cer(m22:0/x:y),0.0,Linear,"[0.394057142857143, 4.2614571428571395]",0.9922697598699975,5,4,4,4,16.0,20.0,y = 0.394057 * x + 4.26146,-0.0,,,,,最低不饱和度曲线，无下邻参考曲线
detailed_chain,IUP,Cer(m22:1/x:y),1.0,Linear,"[0.42599999999999916, 2.80733333333335]",0.9998824592464168,11,4,4,3,18.0,20.0,y = 0.426 * x + 2.80733,-0.0,,,,,最低不饱和度曲线，无下邻参考曲线
detailed_chain,IUP,Cer(m22:2/x:y),0.0,Linear,"[0.537142857142857, 0.27638095238095417]",0.9994519695736336,8,6,6,3,12.0,22.0,y = 0.537143 * x + 0.276381,-0.0,,,,,最低不饱和度曲线，无下邻参考曲线
detailed_chain,IUP,Cer(m22:4/x:y),4.0,Quadratic,"[0.04632296313688646, -0.9536421930030474, 10.277257806996907]",0.9999937451075614,6,6,6,4,12.0,26.0,y = 0.046323 * x^2 + -0.953642 * x + 10.2773,-0.0,,,,,最低不饱和度曲线，无下邻参考曲线
detailed_chain,IUP,Cer(m24:1/x:y),1.0,Linear,"[0.4140714285714286, 3.8540714285714284]",0.9999742010938736,14,5,5,3,16.0,19.0,y = 0.414071 * x + 3.85407,-0.0,,,,,最低不饱和度曲线，无下邻参考曲线
detailed_chain,IUP,Cer(m24:2/x:y),0.0,Linear,"[0.6354505494505495, -0.5306923076923056]",0.9996552465827652,7,4,4,3,10.0,20.0,y = 0.635451 * x + -0.530692,-0.0,,,,,最低不饱和度曲线，无下邻参考曲线
detailed_chain,IUP,DHCerP(d17:0/x:y),1.0,Linear,"[0.42500000000000004, -2.775000000000002]",1.0,3,3,3,3,25.0,31.0,y = 0.425 * x + -2.775,-0.0,,,,,最低不饱和度曲线，无下邻参考曲线
detailed_chain,IUP,DHCerP(d17:0/x:y),2.0,Linear,"[0.4107857142857143, -2.6439285714285727]",0.9999767798831792,3,3,3,3,25.0,31.0,y = 0.410786 * x + -2.64393,-0.0,True,1.0,0.0142142857142857,0.0334453781512605,通过
detailed_chain,IUP,DHCerP(d18:0/x:y),0.0,Quadratic,"[-0.018131450211075144, 1.0305415818226924, -4.614106245343883]",0.999989281405068,5,5,5,4,14.0,29.0,y = -0.0181315 * x^2 + 1.03054 * x + -4.61411,0.1294537745219781,,,,,最低不饱和度曲线，无下邻参考曲线
detailed_chain,IUP,DHCerP(d18:0/x:y),1.0,Linear,"[0.42110000000000014, -2.2388500000000047]",0.9999249528523536,6,6,6,4,22.0,30.0,y = 0.4211 * x + -2.23885,-0.0,False,0.0,0.31526237894214,0.7486639252959866,相邻不饱和度曲线斜率差超过阈值
detailed_chain,IUP,DHCerP(d18:0/x:y),2.0,Linear,"[0.4197647058823532, -2.4534117647058906]",0.9996705881724742,12,6,6,6,24.0,31.0,y = 0.419765 * x + -2.45341,-0.0,True,1.0,0.0013352941176469,0.0031709667956469,通过
detailed_chain,IUP,DHCerP(d18:0/x:y),4.0,Linear,"[0.4262857142857124, -2.924142857142801]",0.999924199300365,3,3,3,3,28.0,31.0,y = 0.426286 * x + -2.92414,-0.0,True,3.0,0.003428571428573,0.0079787234042591,通过
detailed_chain,IUP,DHCerP(d18:1/x:y),0.0,Linear,"[0.4211000000000003, -2.143101964161959]",0.9999249528523536,9,8,8,4,22.0,30.0,y = 0.4211 * x + -2.1431,0.0957480358380491,,,,,最低不饱和度曲线，无下邻参考曲线
detailed_chain,IUP,DHCerP(d18:1/x:y),1.0,Linear,"[0.40404720616570333, -1.8179404998074271]",0.9961249192536088,13,8,8,8,22.0,31.0,y = 0.404047 * x + -1.81794,0.1674024674372761,True,0.0,0.0170527938342969,0.040495829575628,通过
detailed_chain,IUP,DHCerP(d18:1/x:y),2.0,Quadratic,"[0.016246540070807856, -0.5037771054607877, 10.240868961704374]",0.9941619437265108,14,7,7,7,16.0,32.0,y = 0.0162465 * x^2 + -0.503777 * x + 10.2409,0.1679356498279623,True,1.0,0.0740348661454535,0.1832332089312633,通过
detailed_chain,IUP,DHCerP(d18:1/x:y),3.0,Quadratic,"[-0.012174307036247601, 1.1501753731343431, -13.872083155650522]",0.9995765211458084,11,6,6,5,26.0,32.0,y = -0.0121743 * x^2 + 1.15018 * x + -13.8721,-0.2,True,2.0,0.0863418139961177,0.1783918557047105,通过
detailed_chain,IUP,DHCerP(d18:1/x:y),4.0,Linear,"[0.41478947368421054, -3.0318813264504527]",0.9999986260989392,8,5,5,3,24.0,32.0,y = 0.414789 * x + -3.03188,-0.1208988703101035,True,3.0,0.0369852365658154,0.083287783332517,通过
detailed_chain,IUP,DHCerP(d18:2/x:y),1.0,Linear,"[0.40216000000000013, -2.345388571428575]",0.9988025781564186,7,4,4,4,26.0,32.0,y = 0.40216 * x + -2.34539,0.0742114285714293,,,,,最低不饱和度曲线，无下邻参考曲线
detailed_chain,IUP,DHCerP(d18:2/x:y),2.0,Linear,"[0.4132857142857143, -2.740285714285714]",0.9993978142196566,5,3,3,3,26.0,31.0,y = 0.413286 * x + -2.74029,-0.2,True,1.0,0.0111257142857141,0.0269201520912545,通过
detailed_chain,IUP,DHCerP(d18:2/x:y),3.0,Linear,"[0.28701612903225804, 0.21524193548387238]",0.995017756802524,5,4,3,3,24.0,30.0,y = 0.287016 * x + 0.215242,-0.0,False,2.0,0.1262695852534562,0.3055261309278236,相邻不饱和度曲线斜率差超过阈值
detailed_chain,IUP,DHCerP(d20:1/x:y),1.0,Linear,"[0.41117857142857145, -1.4180714285714284]",0.99999997736689,4,3,3,3,22.0,28.0,y = 0.411179 * x + -1.41807,-0.0,,,,,最低不饱和度曲线，无下邻参考曲线
detailed_chain,IUP,GlcCer(d14:0/x:y),0.0,Linear,"[0.41948214285714225, -1.0264285714285588]",0.9998139708923394,4,3,3,3,20.0,26.0,y = 0.419482 * x + -1.02643,-0.0,,,,,最低不饱和度曲线，无下邻参考曲线
detailed_chain,IUP,GlcCer(d15:0/x:y),0.0,Linear,"[0.42225, -0.6617500000000014]",0.9998727692560052,4,3,3,3,19.0,25.0,y = 0.42225 * x + -0.66175,-0.0,,,,,最低不饱和度曲线，无下邻参考曲线
detailed_chain,IUP,GlcCer(d16:0/x:y),0.0,Linear,"[0.42224999999999985, -0.23949999999999783]",0.9998727692560052,4,3,3,3,18.0,24.0,y = 0.42225 * x + -0.2395,-0.0,,,,,最低不饱和度曲线，无下邻参考曲线
detailed_chain,IUP,GlcCer(d16:1/x:y),0.0,Linear,"[0.35600000000000104, 0.9133333333333074]",0.9909275480923356,5,4,4,3,22.0,26.0,y = 0.356 * x + 0.913333,-0.0,,,,,最低不饱和度曲线，无下邻参考曲线
detailed_chain,IUP,GlcCer(d16:1/x:y),1.0,Linear,"[0.4000499999999999, -0.35779999999999745]",0.999384689022778,6,4,4,4,18.0,24.0,y = 0.40005 * x + -0.3578,-0.0,True,0.0,0.0440499999999988,0.1101112360954852,通过
detailed_chain,IUP,GlcCer(d17:0/x:y),0.0,Linear,"[0.4070699152542374, 0.46538983050847094]",0.9979694403785688,7,5,5,5,17.0,25.0,y = 0.40707 * x + 0.46539,-0.0,,,,,最低不饱和度曲线，无下邻参考曲线
detailed_chain,IUP,GlcCer(d17:0/x:y),1.0,Quadratic,"[-0.008786913814955432, 0.7629081388488183, -3.4272003518202077]",0.9993109185082047,19,8,8,7,17.0,25.0,y = -0.00878691 * x^2 + 0.762908 * x + -3.4272,-0.0,True,0.0,0.035592562288427,0.0874359930681627,通过
detailed_chain,IUP,GlcCer(d17:0/x:y),2.0,Linear,"[0.3830462184873949, 0.373134453781514]",0.9969254404960268,32,8,8,6,17.0,27.0,y = 0.383046 * x + 0.373134,-0.0,True,1.0,0.035592562288427,0.090369077438195,通过
detailed_chain,IUP,GlcCer(d17:0/x:y),3.0,Quadratic,"[0.03149999999999948, -1.112099999999976, 17.518637811725206]",0.9993803670651624,7,4,4,4,22.0,25.0,y = 0.0315 * x^2 + -1.1121 * x + 17.5186,0.0080378117254799,True,2.0,0.0478481012658219,0.1249146942496092,通过
detailed_chain,IUP,GlcCer(d17:0/x:y),4.0,Linear,"[0.4173191489361704, -1.0958297872340477]",0.999962004931636,5,5,5,4,19.0,28.0,y = 0.417319 * x + -1.09583,-0.2,True,3.0,0.048919148936171,0.1172223921688608,通过
detailed_chain,IUP,GlcCer(d17:1/x:y),1.0,Linear,"[0.4168837209302327, -0.2964883720930285]",0.9995967911217748,11,6,6,5,19.0,24.0,y = 0.416884 * x + -0.296488,-0.0,,,,,最低不饱和度曲线，无下邻参考曲线
detailed_chain,IUP,GlcCer(d17:1/x:y),2.0,Quadratic,"[0.0709999999999993, -2.929199999999967, 38.491005210579765]",0.9988182552547248,9,5,5,4,21.0,24.0,y = 0.071 * x^2 + -2.9292 * x + 38.491,0.1035052105801519,False,1.0,0.1510837209302311,0.3624121387928112,相邻不饱和度曲线斜率差超过阈值
detailed_chain,IUP,GlcCer(d17:1/x:y),3.0,Linear,"[0.3886634615384615, -0.3203173076923065]",0.9999167028432724,5,3,3,3,19.0,27.0,y = 0.388663 * x + -0.320317,-0.0,False,2.0,0.1228634615384599,0.3161178595284587,相邻不饱和度曲线斜率差超过阈值
detailed_chain,IUP,GlcCer(d17:1/x:y),4.0,Linear,"[0.40056834532374097, -1.1748848920863306]",0.9995171600096144,5,4,4,4,21.0,29.0,y = 0.400568 * x + -1.17488,-0.0,True,3.0,0.0119048837852794,0.0297199814320273,通过
detailed_chain,IUP,GlcCer(d18:0/x:y),0.0,Linear,"[0.4163894736842106, 0.7048491228070155]",0.9998589695955854,9,6,6,6,16.0,24.0,y = 0.416389 * x + 0.704849,-0.0,,,,,最低不饱和度曲线，无下邻参考曲线
detailed_chain,IUP,GlcCer(d18:0/x:y),1.0,Linear,"[0.37820719178082196, 1.0852089041095887]",0.9936105605994952,20,5,5,5,18.0,25.0,y = 0.378207 * x + 1.08521,-0.0,True,0.0,0.0381822819033886,0.0916984801886371,通过
detailed_chain,IUP,GlcCer(d18:0/x:y),2.0,Linear,"[0.4219117647058827, -0.05740541901692993]",0.9990812419350438,21,6,6,6,18.0,25.0,y = 0.421912 * x + -0.0574054,-0.0613465954875096,True,1.0,0.0437045729250607,0.1035869975219284,通过
detailed_chain,IUP,GlcCer(d18:0/x:y),3.0,Linear,"[0.4166440677966095, -0.1341525423728669]",0.9997271257812568,8,4,4,4,20.0,25.0,y = 0.416644 * x + -0.134153,-0.0,True,2.0,0.0052676969092732,0.0124853046298563,通过
detailed_chain,IUP,GlcCer(d18:1/x:y),0.0,Linear,"[0.41188333333333305, 0.45730000000000537]",0.9992412239259434,32,9,9,9,16.0,25.0,y = 0.411883 * x + 0.4573,-0.0,,,,,最低不饱和度曲线，无下邻参考曲线
detailed_chain,IUP,GlcCer(d18:1/x:y),1.0,Linear,"[0.4120800865800863, 0.22193614718615073]",0.9995782057043592,46,10,10,10,16.0,26.0,y = 0.41208 * x + 0.221936,-0.0,True,0.0,0.0001967532467532,0.0004774636124403,通过
detailed_chain,IUP,GlcCer(d18:1/x:y),2.0,Linear,"[0.3943285714285718, -0.05216691729324163]",0.9972462439804032,18,7,7,6,20.0,26.0,y = 0.394329 * x + -0.0521669,0.0179473684210534,True,1.0,0.0177515151515145,0.0430778281446137,通过
detailed_chain,IUP,GlcCer(d18:1/x:y),3.0,Linear,"[0.41272180451127816, -0.5803909774436071]",0.9999285993239664,12,6,6,5,18.0,26.0,y = 0.412722 * x + -0.580391,-0.2,True,2.0,0.0183932330827063,0.0445656926328052,通过
detailed_chain,IUP,GlcCer(d18:1/x:y),4.0,Linear,"[0.4064000000000002, -0.9123333333333381]",0.998981588264232,17,6,6,6,20.0,28.0,y = 0.4064 * x + -0.912333,-0.0,True,3.0,0.0063218045112779,0.015317350433578,通过
detailed_chain,IUP,GlcCer(d18:2/x:y),0.0,Linear,"[0.34708620689655156, 1.241155172413798]",0.9901786156834592,15,5,5,5,18.0,24.0,y = 0.347086 * x + 1.24116,-0.0,,,,,最低不饱和度曲线，无下邻参考曲线
detailed_chain,IUP,GlcCer(d18:2/x:y),1.0,Linear,"[0.39089999999999975, 0.006400000000004624]",0.994031561743187,15,6,6,5,20.0,24.0,y = 0.3909 * x + 0.0064,-0.0,True,0.0,0.0438137931034481,0.1120844029251681,通过
detailed_chain,IUP,GlcCer(d18:2/x:y),2.0,Linear,"[0.39997368421052604, -0.26136842105262587]",0.9977323849004168,11,6,6,5,18.0,26.0,y = 0.399974 * x + -0.261368,-0.1232368421052616,True,1.0,0.0090736842105262,0.0226857030067767,通过
detailed_chain,IUP,GlcCer(d18:2/x:y),3.0,Linear,"[0.39990410958904116, -0.7722602739726021]",0.9989122780992088,13,5,5,5,20.0,27.0,y = 0.399904 * x + -0.77226,-0.0,True,2.0,6.957462148488025e-05,0.0001739479976594,通过
detailed_chain,IUP,GlcCer(d19:0/x:y),0.0,Linear,"[0.41948214285714225, 1.0709821428571527]",0.9998139708923394,4,3,3,3,15.0,21.0,y = 0.419482 * x + 1.07098,-0.0,,,,,最低不饱和度曲线，无下邻参考曲线
detailed_chain,IUP,GlcCer(d19:1/x:y),1.0,Linear,"[0.4182499999999999, 0.5370000000000008]",0.9996132159433604,5,3,3,3,18.0,24.0,y = 0.41825 * x + 0.537,-0.0,,,,,最低不饱和度曲线，无下邻参考曲线
detailed_chain,IUP,GlcCer(d19:1/x:y),4.0,Linear,"[0.39200000000000024, -0.12400000000000588]",0.999921913636482,7,3,3,3,25.0,27.0,y = 0.392 * x + -0.124,-0.0,,1.0,,,重叠碳数范围不足，无法判断
detailed_chain,IUP,GlcCer(d20:0/x:y),0.0,Linear,"[0.4191249999999997, 1.494750000000006]",0.9998159129309072,5,4,4,4,14.0,20.0,y = 0.419125 * x + 1.49475,-0.0,,,,,最低不饱和度曲线，无下邻参考曲线
detailed_chain,IUP,GlcCer(d20:1/x:y),1.0,Linear,"[0.41993854748603354, 0.8819944134078188]",0.999931757194713,10,6,6,4,16.0,24.0,y = 0.419939 * x + 0.881994,-0.0,,,,,最低不饱和度曲线，无下邻参考曲线
detailed_chain,IUP,GlcCer(d20:1/x:y),2.0,Linear,"[0.490032258064516, -0.9140225056264055]",0.9988622743218892,4,3,3,3,18.0,24.0,y = 0.490032 * x + -0.914023,0.1190097524381085,True,1.0,0.0700937105784824,0.1430389722818087,通过
detailed_chain,IUP,GlcCer(d20:1/x:y),3.0,Linear,"[0.4192558139534889, 0.3099534883720825]",0.9999645191410128,5,4,4,3,18.0,25.0,y = 0.419256 * x + 0.309953,-0.0,True,2.0,0.0707764441110271,0.1444322143006939,通过
detailed_chain,IUP,GlcCer(d20:1/x:y),4.0,Linear,"[0.39621134020618604, 0.15489690721648408]",0.999393391813496,8,5,5,5,18.0,26.0,y = 0.396211 * x + 0.154897,-0.0,True,3.0,0.0230444737473028,0.0549651858849579,通过
detailed_chain,IUP,GlcCer(d20:2/x:y),0.0,Linear,"[0.35574247491638794, 1.897207357859533]",0.999589189057936,7,5,5,4,14.0,24.0,y = 0.355742 * x + 1.89721,-0.0,,,,,最低不饱和度曲线，无下邻参考曲线
detailed_chain,IUP,GlcCer(d20:2/x:y),2.0,Linear,"[0.41196551724137925, 0.46277586206896615]",0.9999508399406336,9,4,4,4,18.0,25.0,y = 0.411966 * x + 0.462776,-0.0,True,0.0,0.0562230423249913,0.1364751173871891,通过
detailed_chain,IUP,GlcCer(d20:2/x:y),3.0,Linear,"[0.40416250000000026, -0.055570833333339564]",0.9992085604830044,14,6,6,6,18.0,26.0,y = 0.404163 * x + -0.0555708,-0.0,True,2.0,0.0078030172413789,0.0189409475182046,通过
detailed_chain,IUP,GlcCer(d21:0/x:y),0.0,Linear,"[0.4194821428571425, 1.9099464285714332]",0.9998139708923394,4,3,3,3,13.0,19.0,y = 0.419482 * x + 1.90995,-0.0,,,,,最低不饱和度曲线，无下邻参考曲线
detailed_chain,IUP,GlcCer(d22:0/x:y),0.0,Linear,"[0.4194821428571425, 2.3294285714285756]",0.9998139708923394,4,3,3,3,12.0,18.0,y = 0.419482 * x + 2.32943,-0.0,,,,,最低不饱和度曲线，无下邻参考曲线
detailed_chain,IUP,GlcCer(d23:0/x:y),0.0,Linear,"[0.4190267175572518, 2.754480916030535]",0.999892163677623,5,4,4,4,11.0,18.0,y = 0.419027 * x + 2.75448,-0.0,,,,,最低不饱和度曲线，无下邻参考曲线
detailed_chain,IUP,GlcCer(d24:1/x:y),0.0,Linear,"[0.4029999999999995, 2.7233333333333416]",0.9991797008779252,7,3,3,3,16.0,18.0,y = 0.403 * x + 2.72333,-0.0,,,,,最低不饱和度曲线，无下邻参考曲线
detailed_chain,IUP,GlcCer(d24:3/x:y),2.0,Linear,"[0.401, 1.6110000000000007]",0.9992717572710668,3,3,3,3,14.0,22.0,y = 0.401 * x + 1.611,-0.0,,,,,最低不饱和度曲线，无下邻参考曲线
detailed_chain,IUP,GlcCer(m16:0/x:y),2.0,Linear,"[0.3683846153846151, -0.8295384615384549]",0.9999308077900576,4,4,4,3,18.0,26.0,y = 0.368385 * x + -0.829538,-0.0,,,,,最低不饱和度曲线，无下邻参考曲线
detailed_chain,IUP,GlcCer(m16:1/x:y),1.0,Linear,"[0.4124400000000005, -0.3762400000000099]",0.9998436144445744,11,5,5,5,17.0,25.0,y = 0.41244 * x + -0.37624,-0.0,,,,,最低不饱和度曲线，无下邻参考曲线
detailed_chain,IUP,GlcCer(m16:2/x:y),0.0,Linear,"[0.4007317073170732, -0.08802613240418289]",0.9980320377661572,23,7,7,7,16.0,26.0,y = 0.400732 * x + -0.0880261,-0.0,,,,,最低不饱和度曲线，无下邻参考曲线
detailed_chain,IUP,GlcCer(m17:1/x:y),1.0,Linear,"[0.4060156124899922, 0.19220496397117337]",0.9992370322919712,59,12,12,10,15.0,27.0,y = 0.406016 * x + 0.192205,-0.0,,,,,最低不饱和度曲线，无下邻参考曲线
detailed_chain,IUP,GlcCer(m17:1/x:y),2.0,Linear,"[0.39434210526315766, -0.21033552631578267]",0.9993862954269036,33,7,7,4,19.0,27.0,y = 0.394342 * x + -0.210336,-0.0,True,1.0,0.0116735072268345,0.0287513752371339,通过
detailed_chain,IUP,GlcCer(m17:2/x:y),0.0,Linear,"[0.41149473684210547, 0.06635789473683928]",0.9998689884817612,18,9,9,6,16.0,24.0,y = 0.411495 * x + 0.0663579,-0.0,,,,,最低不饱和度曲线，无下邻参考曲线
detailed_chain,IUP,GlcCer(m17:2/x:y),1.0,Linear,"[0.38782631578947363, -0.06462105263157802]",0.9997179451812114,23,7,6,6,17.0,26.0,y = 0.387826 * x + -0.0646211,-0.0,True,0.0,0.0236684210526318,0.0575181622838438,通过
detailed_chain,IUP,GlcCer(m18:1/x:y),1.0,Linear,"[0.4042089728453364, 0.6473559622195992]",0.9993844397262608,43,10,10,8,14.0,26.0,y = 0.404209 * x + 0.647356,-0.0,,,,,最低不饱和度曲线，无下邻参考曲线
detailed_chain,IUP,GlcCer(m18:1/x:y),2.0,Quadratic,"[-0.013882504841833489, 1.0744928986442888, -8.149975145255027]",0.9999472789538006,23,6,6,4,18.0,25.0,y = -0.0138825 * x^2 + 1.07449 * x + -8.14998,-0.0,True,1.0,0.0733362176001123,0.1535691680439816,通过
detailed_chain,IUP,GlcCer(m18:2/x:y),0.0,Linear,"[0.4084725274725274, 0.5415494505494518]",0.9994465623214536,69,13,13,13,14.0,26.0,y = 0.408473 * x + 0.541549,-0.0,,,,,最低不饱和度曲线，无下邻参考曲线
detailed_chain,IUP,GlcCer(m18:2/x:y),1.0,Linear,"[0.3916871345029242, 0.23267982456139968]",0.9991067884644228,38,8,8,8,16.0,26.0,y = 0.391687 * x + 0.23268,-0.0,True,0.0,0.0167853929696031,0.041093076867286,通过
detailed_chain,IUP,GlcCer(m18:2/x:y),2.0,Linear,"[0.4505263157894734, -3.154473684210518]",0.990383105075458,10,6,6,3,22.0,27.0,y = 0.450526 * x + -3.15447,-0.0,True,1.0,0.0588391812865491,0.1306009865005181,通过
detailed_chain,IUP,GlcCer(m18:3/x:y),0.0,Linear,"[0.3920584795321639, 0.22772807017543428]",0.9992073283355192,33,8,8,8,16.0,26.0,y = 0.392058 * x + 0.227728,-0.0,,,,,最低不饱和度曲线，无下邻参考曲线
detailed_chain,IUP,GlcCer(m18:3/x:y),1.0,Linear,"[0.48392105263157925, -2.5082894736842185]",0.9951001322475064,8,4,4,3,19.0,24.0,y = 0.483921 * x + -2.50829,-0.0,True,0.0,0.0918625730994153,0.1898296687029083,通过
detailed_chain,IUP,GlcCer(m19:0/x:y),2.0,Linear,"[0.41653846153846164, 0.7810769230769221]",0.9995811077552234,6,3,3,3,15.0,23.0,y = 0.416538 * x + 0.781077,-0.0,,,,,最低不饱和度曲线，无下邻参考曲线
detailed_chain,IUP,GlcCer(m19:2/x:y),0.0,Linear,"[0.41470000000000007, 0.8332499999999996]",0.9998454747813325,11,7,7,4,16.0,24.0,y = 0.4147 * x + 0.83325,-0.0,,,,,最低不饱和度曲线，无下邻参考曲线
detailed_chain,IUP,GlcCer(m20:1/x:y),1.0,Linear,"[0.649928571428572, -3.142785714285721]",0.9965075091388066,6,4,4,3,14.0,19.0,y = 0.649929 * x + -3.14279,-0.0,,,,,最低不饱和度曲线，无下邻参考曲线
detailed_chain,IUP,GlcCer(m20:2/x:y),0.0,Linear,"[0.4156484641638224, 1.2107372013651894]",0.9999588953649052,21,8,8,7,14.0,24.0,y = 0.415648 * x + 1.21074,-0.0,,,,,最低不饱和度曲线，无下邻参考曲线
detailed_chain,IUP,GlcCer(m20:3/x:y),0.0,Linear,"[0.3605000000000005, 0.11849999999999117]",0.9999480637392568,5,4,4,3,18.0,22.0,y = 0.3605 * x + 0.1185,-0.0,,,,,最低不饱和度曲线，无下邻参考曲线
detailed_chain,IUP,GlcCer(t18:0/x:y),0.0,Quadratic,"[0.02173127824402832, -0.5276252420916684, 10.335803119642664]",0.9999380036475956,5,4,4,4,18.0,25.0,y = 0.0217313 * x^2 + -0.527625 * x + 10.3358,0.1391147723218512,,,,,最低不饱和度曲线，无下邻参考曲线
detailed_chain,IUP,GlcCer(t18:0/x:y),1.0,Linear,"[0.39012500000000017, 0.5962499999999942]",0.9934618195420504,12,4,4,4,18.0,24.0,y = 0.390125 * x + 0.59625,-0.0,True,0.0,0.0660190731464151,0.1692254358126629,通过
detailed_chain,IUP,GlcCer(t18:0/x:y),4.0,Linear,"[0.4303362068965524, -1.0262672413793243]",0.9986298961337556,13,5,5,5,20.0,26.0,y = 0.430336 * x + -1.02627,-0.0,True,1.0,0.0402112068965522,0.0934413750275456,通过
detailed_chain,IUP,GlcCer(t18:1/x:y),0.0,Linear,"[0.3806071428571432, 0.7537142857142776]",0.9999416525744764,6,3,3,3,18.0,24.0,y = 0.380607 * x + 0.753714,-0.0,,,,,最低不饱和度曲线，无下邻参考曲线
detailed_chain,IUP,GlcCer(t18:1/x:y),4.0,Linear,"[0.42317142857142864, -1.5536571428571442]",0.998740025067557,4,4,4,4,22.0,26.0,y = 0.423171 * x + -1.55366,-0.0,True,0.0,0.0425642857142854,0.1005840253865363,通过
detailed_chain,IUP,GlcCer(t20:0/x:y),1.0,Linear,"[0.39244642857142853, 1.3126428571428566]",0.9978205532099764,5,4,4,3,18.0,24.0,y = 0.392446 * x + 1.31264,-0.0,,,,,最低不饱和度曲线，无下邻参考曲线
detailed_chain,IUP,GlcCer(t20:1/x:y),0.0,Linear,"[0.47924999999999973, -0.3078333333333294]",0.9972926192870368,4,4,4,3,16.0,20.0,y = 0.47925 * x + -0.307833,-0.0,,,,,最低不饱和度曲线，无下邻参考曲线
detailed_chain,IUP,LacCer(d18:1/x:y),0.0,Linear,"[0.4033942307692309, 0.2012115384615365]",0.9999918849748944,9,3,3,3,16.0,24.0,y = 0.403394 * x + 0.201212,-0.0,,,,,最低不饱和度曲线，无下邻参考曲线
detailed_chain,IUP,SM(d16:1/x:y),0.0,Linear,"[0.36623684210526314, 0.45794736842105266]",0.9979067764634214,4,4,4,3,16.0,26.0,y = 0.366237 * x + 0.457947,-0.0,,,,,最低不饱和度曲线，无下邻参考曲线
detailed_chain,IUP,SM(d16:1/x:y),3.0,Linear,"[0.3945000000000001, -0.8675000000000024]",0.9983828614318064,3,3,3,3,18.0,24.0,y = 0.3945 * x + -0.8675,-0.0,True,0.0,0.0282631578947369,0.0716429857914751,通过
detailed_chain,IUP,SM(d17:0/x:y),4.0,Linear,"[0.428171428571429, -1.2326714285714377]",0.9980283524484632,8,6,6,6,21.0,27.0,y = 0.428171 * x + -1.23267,-0.0,,,,,最低不饱和度曲线，无下邻参考曲线
detailed_chain,IUP,SM(d17:1/x:y),0.0,Linear,"[0.41293269230769264, 0.006557692307683993]",0.9999903556424592,6,5,5,3,16.0,24.0,y = 0.412933 * x + 0.00655769,-0.0,,,,,最低不饱和度曲线，无下邻参考曲线
detailed_chain,IUP,SM(d18:0/x:y),0.0,Linear,"[0.4213392857142855, 0.5555000000000039]",0.9999471884706564,7,3,3,3,16.0,22.0,y = 0.421339 * x + 0.5555,-0.0,,,,,最低不饱和度曲线，无下邻参考曲线
detailed_chain,IUP,SM(d18:0/x:y),1.0,Linear,"[0.42117010309278347, 0.20289175257731884]",0.9999723833173492,12,6,6,5,18.0,25.0,y = 0.42117 * x + 0.202892,-0.0,True,0.0,0.000169182621502,0.0004015353593606,通过
detailed_chain,IUP,SM(d18:0/x:y),4.0,Linear,"[0.4191000000000001, -0.6028000000000038]",0.999776644493339,7,4,4,4,20.0,26.0,y = 0.4191 * x + -0.6028,-0.0,True,1.0,0.0020701030927833,0.0049151235512254,通过
detailed_chain,IUP,SM(d18:1/x:y),0.0,Linear,"[0.4023481308411215, 0.5709649532710266]",0.997330928973472,27,9,9,9,14.0,25.0,y = 0.402348 * x + 0.570965,-0.0,,,,,最低不饱和度曲线，无下邻参考曲线
detailed_chain,IUP,SM(d18:1/x:y),1.0,Linear,"[0.40208969465648847, -0.009700381679387249]",0.9981823125831112,19,7,7,7,16.0,26.0,y = 0.40209 * x + -0.00970038,-0.0,True,0.0,0.000258436184633,0.000642319834052,通过
detailed_chain,IUP,SM(d18:1/x:y),3.0,Linear,"[0.39608514190317196, -0.06048747913188812]",0.9989263509440954,26,8,8,8,17.0,26.0,y = 0.396085 * x + -0.0604875,-0.0,True,2.0,0.0132137133317432,0.0333607902287168,通过
detailed_chain,IUP,SM(d18:1/x:y),4.0,Linear,"[0.38745000000000024, -0.5163000000000029]",0.9996012881567116,14,5,5,5,18.0,27.0,y = 0.38745 * x + -0.5163,-0.0,True,3.0,0.0086351419031717,0.0218012265284181,通过
detailed_chain,IUP,SM(d18:2/x:y),0.0,Linear,"[0.4053234767025089, -0.0668602150537616]",0.9985900839680456,12,7,7,7,16.0,26.0,y = 0.405323 * x + -0.0668602,-0.0,,,,,最低不饱和度曲线，无下邻参考曲线
